,LATITUDE,LONGITUDE,CITY,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,INSTURL,C150_4,RET_FT4,ADM_RATE,GRAD_DEBT_MDN,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,RPY_1YR_RT,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT
ITT Technical Institute-Richardson,32.9798,-96.7572,Richardson,12,18048,18048,3,www.itt-tech.edu,0.2766,NULL,0.547,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
South Louisiana Community College,30.2165,-92.0542,Lafayette,12,3151,5832,1,www.solacc.edu/,NULL,NULL,NULL,PrivacySuppressed,5700,14200,35400,52900,NULL,NULL,NULL,NULL
HRDE-Stanley Technical Institute-Parkersburg,39.2275,-81.5412,Parkersburg,13,NULL,NULL,2,www.stanleytech.org,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Pima Medical Institute-Chula Vista,32.6191,-117.093,Chula Vista,21,NULL,NULL,3,pmi.edu,NULL,NULL,NULL,9498,4600,13200,35800,50600,0.701478007,0.614709852,0.573035096,0.612936084
Lincoln College of Technology-Marietta,33.9046,-84.4839,Marietta,21,NULL,NULL,3,www.lincolnedu.com,NULL,NULL,NULL,9504,3500,10800,32400,43000,0.407985768,0.390612133,0.375358166,0.437796771
Academy of Hair Design-Lufkin,31.3318,-94.7185,Lufkin,33,NULL,NULL,3,lufkinhairdesign.com,NULL,NULL,NULL,6333,2400,6900,19600,29500,NULL,NULL,NULL,NULL
Academy of Hair Design-Beaumont,30.0684,-94.1217,Beaumont,12,NULL,NULL,3,academyhairdesign.net,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Baltimore School of Massage-Linthicum,39.2159,-76.6725,Linthicum,21,NULL,NULL,3,www.steinered.com,NULL,NULL,NULL,8107,4500,12700,38100,54300,0.653078925,0.6057774,0.642156863,0.693820225
Charter College-Canyon Country,34.4083,-118.462,Canyon Country,21,18313,18313,3,chartercollege.edu,NULL,NULL,NULL,9500,4600,11800,31700,39900,0.465608466,0.407580721,0.353991597,0.454545455
Toni & Guy Hairdressing Academy-Worcester,42.2833,-71.8086,Worcester,12,NULL,NULL,3,toniguy.com,NULL,NULL,NULL,10667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.666666667,0.658536585,0.625,0.644444444
Northwest HVAC/R Training Center,47.6739,-117.4074,Spokane,12,NULL,NULL,2,inwhvac.org,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.724637681,0.689189189,0.341463415,0.564516129
L T International Beauty School,39.9688,-75.1604,Philadelphia,11,NULL,NULL,3,www.ltinternationalbeautyschoolinc.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.410852713,0.376923077,0.485380117,0.325203252
Michigan Jewish Institute,42.4782,-83.1833,W Bloomfield,21,10700,10700,2,www.mji.edu,0.1176,0.441,0.981,PrivacySuppressed,3500,8300,26600,45700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Myotherapy Institute,40.7515,-96.6399,Lincoln,11,15650,15650,3,www.myotherapy.edu,NULL,NULL,NULL,11131.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.684210526,PrivacySuppressed,PrivacySuppressed,0.865853659
Florida College of Integrative Medicine,28.4636,-81.4018,Orlando,21,NULL,NULL,3,www.fcim.edu,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
New Professions Technical Institute,25.7715,-80.2619,Miami,11,NULL,NULL,3,www.npti.edu,NULL,NULL,NULL,8576,5400,11000,30700,40900,0.679104478,0.625899281,0.601694915,0.868421053
Strand College of Hair Design,33.7479,-78.8157,Myrtle Beach,13,NULL,NULL,3,www.strandcollege.com,NULL,NULL,NULL,8642.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.567567568,0.575,0.431372549,0.567164179
Cosmetology Career Institute,33.1193,-96.1078,Greenville,32,NULL,NULL,3,www.ccinstitute.edu,NULL,NULL,NULL,16500,2600,5600,19400,32200,0.237179487,0.216374269,0.226950355,0.335616438
Branford Hall Career Institute-Southington Campus,41.6023,-72.8779,Southington,21,NULL,NULL,3,www.branfordhall.edu,NULL,NULL,NULL,9800,3700,11600,35500,46400,0.55179594,0.496945683,0.483535109,0.52955665
City College-Miami,25.6837,-80.3164,Miami,13,15840,15840,2,www.citycollege.edu,0.4,NULL,NULL,26300,3800,12600,37100,54700,0.351213282,0.351529694,0.406623735,0.577988338
ITT Technical Institute-Arnold,38.4089,-90.3867,Arnold,21,18048,18048,3,www.itt-tech.edu,0.3448,NULL,0.944,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
ITT Technical Institute-Oak Brook,41.8462,-87.939,Oak Brook,21,18048,18048,3,www.itt-tech.edu,0.4651,NULL,0.931,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
ITT Technical Institute-Albany,42.7364,-73.8201,Albany,21,18048,18048,3,www.itt-tech.edu,NULL,NULL,0.9767,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
ITT Technical Institute-Liverpool,43.0813,-76.1743,Liverpool,21,18048,18048,3,www.itt-tech.edu,NULL,NULL,0.9304,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
Ilisagvik College,71.3247,-156.6795,Barrow,41,2740,3940,1,www.ilisagvik.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
The Community College of Baltimore County,39.3526,-76.4821,Baltimore,21,3559,9357,1,www.ccbcmd.edu,NULL,NULL,NULL,13211,6300,14900,41600,57800,0.555060471,0.559322034,0.559119731,0.650806452
Golf Academy of America-Myrtle Beach,33.7182,-78.926,Myrtle Beach,22,16670,16670,3,www.golfacademy.edu,NULL,NULL,NULL,19000,4200,11200,31200,42700,0.25726598,0.256332599,0.308770965,0.439231457
Florida Coastal School of Law,30.2327,-81.5801,Jacksonville,11,NULL,NULL,3,www.fcsl.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL
White Earth Tribal and Community College,47.314,-95.9683,Mahnomen,43,3285,3285,2,www.wetcc.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Centura College-North Charleston,32.9537,-80.0412,North Charleston,13,NULL,NULL,3,www.centuracollege.edu,NULL,NULL,NULL,9500,4600,9900,25500,34400,0.240786241,0.224306688,0.194097616,0.2969815
Blue Cliff College-Metairie,30.0028,-90.1728,Metairie,12,18199,18199,3,www.bluecliffcollege.com,NULL,NULL,NULL,9500,3900,11900,30700,42700,0.457348407,0.338,0.47148289,0.651764706
Blue Cliff College,NULL,NULL,Metairie,NULL,18199,NULL,3,http://www.bluecliffcollege.com,NULL,NULL,NULL,9500,NULL,NULL,NULL,NULL,NULL,0.338,0.47148289,0.651764706
Creative Images Institute of Cosmetology-North Dayton,39.856,-84.1884,Dayton,21,NULL,NULL,3,www.creativeimages.edu,NULL,NULL,NULL,10067,2900,10300,26800,37100,0.707692308,0.623229462,0.607508532,0.731182796
Dewey University-Carolina,18.3766,-65.9584,Carolina,12,9260,9260,2,www.dewey.edu,NULL,NULL,NULL,PrivacySuppressed,2200,6800,22000,35200,NULL,NULL,NULL,NULL
Yeshiva College of the Nations Capital,39.0424,-77.0306,Silver Spring,21,9400,9400,2,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Phoenix-South Florida Campus,26.1288,-80.2612,Miramar,21,11307,11307,3,www.phoenix.edu,0.2034,0.4118,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-North Florida Campus,30.251,-81.5919,Jacksonville,11,11246,11246,3,www.phoenix.edu,0.2,0.4063,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-West Florida Campus,28.0629,-82.3558,Temple Terrace,21,11320,11320,3,www.phoenix.edu,0.1698,0.4595,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Maryland Campus,39.19,-76.8158,Columbia,13,10240,10240,3,www.phoenix.edu,0.1522,0.5789,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Oklahoma City Campus,35.5369,-97.5165,Oklahoma City,11,10240,10240,3,www.phoenix.edu,0.2026,0.55,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Tulsa Campus,36.0992,-95.857,Tulsa,11,10240,10240,3,www.phoenix.edu,0.1385,0.5,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
Louisiana State University Health Sciences Center-Shreveport,32.481,-93.7608,Shreveport,12,NULL,NULL,1,www.lsuhscshreveport.edu,NULL,NULL,NULL,25205,38000,50400,98100,129000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Central Career Institute LLC,40.5478,-74.4212,South Plainfield,21,NULL,NULL,3,www.centralcareer.edu,NULL,NULL,NULL,7255,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.742268041,0.720812183,0.711864407,0.764705882
Franklin Career Institute,40.7087,-73.6277,Hempstead,21,NULL,NULL,2,www.franklincareer.edu,NULL,NULL,NULL,NULL,4100,9300,28300,36400,NULL,NULL,NULL,NULL
Franklin Career Institute - Brooklyn Campus,NULL,NULL,Brooklyn,NULL,NULL,NULL,2,http://www.franklincareer.edu,NULL,NULL,NULL,NULL,4100,9300,28300,36400,NULL,NULL,NULL,NULL
Montessori Institute of Milwaukee,42.9861,-87.8707,Milwaukee,21,NULL,NULL,2,www.montessori6-12ami.org,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Hair Academy II,38.8356,-76.9393,Hillcrest Heights,21,NULL,NULL,3,hairacademy2.com,NULL,NULL,NULL,7500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.333333333,PrivacySuppressed,0.431818182,0.428571429
Pryor Beauty College,36.3096,-95.3229,Pryor,41,NULL,NULL,3,www.pryorbeautycollege.com/,NULL,NULL,NULL,3500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.535714286,0.322580645,0.276923077,0.456140351
Argosy University-Phoenix,33.5669,-112.1075,Phoenix,11,13663,13663,3,www.argosy.edu/phoenix/,NULL,0.4286,NULL,14323,7900,21700,48800,65300,0.345430979,0.370393247,0.661456348,0.842775302
Mr Leon's School of Hair Design-Lewiston,46.418,-117.0205,Lewiston,13,NULL,NULL,3,mrleons.com,NULL,NULL,NULL,14922,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.490384615,0.350877193,0.43877551,0.570093458
Vatterott College-St Joseph,39.7775,-94.8172,Saint Joseph,13,12337,12337,3,www.vatterott.edu,NULL,NULL,NULL,22155,3800,9900,30200,40600,0.402521008,0.306055646,0.428462127,0.558912387
Vatterott College-Sunset Hills,38.521,-90.4188,Sunset Hills,21,12826,12826,3,www.vatterott.edu,0.6478,0.5789,NULL,23116,3700,10800,35100,49300,0.319955562,0.275681482,0.336936637,0.462551147
Anthem College-Orlando,28.5592,-81.3366,Orlando,12,15027,15027,3,www.anthem.edu,NULL,NULL,NULL,10976,4400,12100,31400,41200,0.546228503,0.471404959,0.456564987,0.545148771
Southwest Acupuncture College-Boulder,40.0694,-105.1995,Boulder,13,NULL,NULL,3,www.acupuncturecollege.edu,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah College of Massage Therapy-Utah Valley,40.3355,-111.7124,Lindon,21,NULL,NULL,3,www.steinered.com,NULL,NULL,NULL,8607,3100,9500,31500,44000,0.635746606,0.592447278,0.561202052,0.639240506
River Parishes Community College,30.1759,-90.8749,Sorrento,41,3232,6915,1,www.rpcc.edu,NULL,NULL,NULL,10500,5000,14700,43300,59900,0.476525822,0.510158014,0.504918033,0.628742515
Los Angeles Film School,34.0982,-118.3283,Hollywood,11,NULL,NULL,3,www.lafilm.edu,0.779,0.7465,NULL,20000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.559928444,0.517241379,0.628458498,PrivacySuppressed
Argosy University-Orange County,33.7791,-117.8975,Orange,21,13663,13663,3,www.argosy.edu/orangecounty,NULL,0.3333,NULL,14323,7900,21700,48800,65300,0.345430979,0.370393247,0.661456348,0.842775302
Dewey University-Bayamon,18.4059,-66.1966,Bayamon,21,9260,9260,2,dewey.edu,NULL,NULL,NULL,PrivacySuppressed,2200,6800,22000,35200,NULL,NULL,NULL,NULL
National American University-Bloomington,44.8614,-93.2287,Bloomington,13,12891,12891,3,www.national.edu/locations/minnesota/bloomington,0.3333,NULL,NULL,34486,6400,15600,43500,62500,0.470463792,0.483529767,0.524581855,0.667194093
Century College,18.4585,-67.0342,San Juan,11,6775,6775,3,www.centurycollege.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
FINE Mortuary College,42.1809,-71.1931,Norwood,21,19575,19575,3,www.FINE-NE.COM,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.722222222,0.821428571,PrivacySuppressed,PrivacySuppressed
International Baptist College and Seminary,33.2759,-111.8853,Chandler,21,11566,11566,2,www.ibcs.edu/ibc/,0.5556,0.5,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
The Medical Arts School,35.8699,-78.5832,Raleigh,11,NULL,NULL,3,www.medicalartsschool.com,NULL,NULL,NULL,10783,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.416326531,0.409638554,0.666666667,PrivacySuppressed
Fortis College-Foley,30.4064,-87.682,Foley,31,NULL,NULL,3,www.fortis.edu/foley.php,NULL,NULL,NULL,10362,4200,9700,24200,30200,0.704761905,0.424942263,0.346368715,0.415841584
Medical Training College,30.4273,-91.0694,Baton Rouge,12,NULL,NULL,3,www.mtcbr.com,NULL,NULL,NULL,4639,3400,10000,28800,39500,0.606205251,0.582949309,0.450160772,0.604316547
Professional Training Centers,25.7229,-80.4195,Miami,21,NULL,NULL,3,www.ptcc.edu/,0.7404,NULL,NULL,13895,6500,13100,35000,52300,0.819614711,0.775127768,0.729411765,0.795518207
Toni & Guy Hairdressing Academy-Carrollton,32.9854,-96.8533,Carrollton,21,NULL,NULL,3,toniguy.com/academy/dallas_beauty_school/default.aspx,NULL,NULL,NULL,16308,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.693877551,0.645,0.694805195,0.838983051
University of Connecticut-Tri-Campus,41.5547,-73.0388,Waterbury,22,10056,29004,1,uconn.edu/,0.5029,0.8434,0.4207,21500,14200,27700,59500,76300,0.921506512,0.929144166,0.937523312,0.948356103
University of Connecticut-Avery Point,41.3172,-72.0639,Groton,22,10056,29004,1,uconn.edu/,0.4796,0.7866,0.594,21500,14200,27700,59500,76300,0.921506512,0.929144166,0.937523312,0.948356103
University of Connecticut-Stamford,41.0559,-73.5427,Stamford,12,10066,29014,1,uconn.edu/,0.6243,0.8196,0.4107,21500,14200,27700,59500,76300,0.921506512,0.929144166,0.937523312,0.948356103
ITT Technical Institute-Saint Rose,29.9811,-90.2812,Saint Rose,21,18048,18048,3,www.itt-tech.edu,0.2688,NULL,0.9727,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
ITT Technical Institute-Richmond,37.4992,-77.5574,Richmond,21,18048,18048,3,www.itt-tech.edu,0.3168,NULL,0.9132,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
Vatterott College-Oklahoma City,35.5466,-97.6119,Warr Acres,21,12392,12392,3,www.vatterott.edu,NULL,NULL,NULL,22155,NULL,NULL,NULL,NULL,NULL,0.306055646,0.428462127,0.558912387
University of Management and Technology,38.8972,-77.072,Arlington,12,9450,9450,3,www.umtweb.edu,NULL,0.6667,NULL,6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Baton Rouge Community College,30.4483,-91.1379,Baton Rouge,12,3366,7422,1,www.mybrcc.edu,NULL,NULL,NULL,9638,4700,12300,33300,49300,0.337912088,0.34682861,NULL,PrivacySuppressed
ITT Technical Institute-Lathrop,37.8094,-121.2944,Lathrop,21,18048,18048,3,www.itt-tech.edu,0.5135,NULL,0.973,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
International Yacht Restoration School,41.4809,-71.3147,Newport,21,NULL,NULL,2,www.iyrs.edu,NULL,NULL,0.9,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
International Yacht Restoration School,NULL,NULL,Bristol,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Linfield College-School of Nursing,45.5315,-122.6973,Portland,11,NULL,NULL,2,www.linfield.edu/portland/,NULL,NULL,NULL,25000,12500,25400,64800,81700,0.912203687,0.926829268,0.944062807,0.948776758
Academy of Massage Therapy,40.8887,-74.0406,Hackensack,21,NULL,NULL,3,www.amt.edu,NULL,NULL,NULL,13151,4800,11000,36900,57600,0.7734375,0.656934307,0.634782609,0.714285714
Star Career Academy-Syosset,40.8053,-73.52,Syosset,21,NULL,NULL,3,www.starcareeracademy.com/syosset.php,NULL,NULL,NULL,9905,2200,11000,40500,62200,0.423173804,0.401623687,0.580310881,0.681003584
Midwest Technical Institute-Springfield,39.841,-89.5953,Springfield,12,NULL,NULL,3,midwesttech.edu,NULL,NULL,NULL,9500,4900,12000,32600,45300,0.52600365,0.474501109,0.441605839,0.513418903
Advanced Barber College and Hair Design,26.1315,-97.9582,Weslaco,21,NULL,NULL,3,advancedbarbercollege.org/,NULL,NULL,NULL,NULL,4700,8900,17700,27400,NULL,NULL,NULL,NULL
The College of Health Care Professions-Austin,30.3295,-97.7137,Austin,11,NULL,NULL,3,www.chcp.edu,NULL,NULL,1,9500,3800,11800,32300,38900,0.56167979,0.542288557,0.508522727,0.579310345
The English Center,37.7944,-122.2754,Oakland,11,9705,9705,2,www.englishcenter.edu,NULL,NULL,NULL,NULL,3200,8800,32600,48400,NULL,NULL,NULL,NULL
ICDC College,34.0971,-118.3078,Huntington Park,21,NULL,NULL,3,icdccollege.edu,NULL,NULL,NULL,9500,2800,9400,27700,37600,0.380890052,0.239787234,0.219359875,0.321334504
Monteclaro Escuela de Hoteleria y Artes Culinarias,18.3693,-65.773,Rio Grande,21,NULL,NULL,2,www.monteclaro.edu,NULL,NULL,0.375,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Dallas Nursing Institute,32.9138,-96.7349,Dallas,11,NULL,NULL,3,www.dni.edu,NULL,NULL,NULL,19125,5400,15300,52700,68000,0.761723701,0.69581749,0.586638831,0.577617329
Professional Golfers Career College,33.529,-117.1637,Temecula,12,15400,15400,3,www.golfcollege.edu,NULL,NULL,NULL,17849,6700,17400,38900,52100,0.792915531,0.79245283,0.755555556,0.796407186
Richmond School of Health and Technology,37.5819,-77.4983,CHESTER,21,NULL,NULL,3,chestercareercollege.edu/,NULL,NULL,NULL,11166,6100,12900,36100,48300,0.4192673,0.38630491,0.317880795,0.451080051
Milan Institute-San Antonio Ingram,29.4645,-98.6248,San Antonio,11,NULL,NULL,3,www.milaninstitute.edu,NULL,NULL,NULL,9500,3800,9600,25000,34200,0.378199835,0.351691581,0.390792291,0.437238494
Westwood College-Anaheim,33.8095,-117.8782,Anaheim,11,15148,15148,3,www.westwood.edu,0.4641,0.6087,NULL,38747.5,5300,14200,41600,60100,0.46149174,0.471415292,0.49192636,0.613689396
Rudae's School of Beauty Culture-Ft Wayne,41.1279,-85.138,Fort Wayne,11,NULL,NULL,3,www.rudaes.com,NULL,NULL,NULL,9500,2900,7000,23000,36600,0.904109589,0.785953177,0.619469027,0.754032258
InterCoast Colleges-Burbank,34.1808,-118.3092,Burbank,12,NULL,NULL,3,www.intercoast.edu,NULL,NULL,NULL,12125,2400,9100,27900,38200,0.447841727,0.317040359,0.297006907,0.428079242
Carrington College California-San Jose,37.2356,-121.7762,San Jose,11,NULL,NULL,3,www.carrington.edu,NULL,NULL,1,13683,3600,12200,39300,54200,0.500056915,0.467313416,0.453581754,0.569642857
Stevens-Henager College-Murray,40.6596,-111.9021,Murray,21,21600,21600,2,www.stevenshenager.edu,0.5688,0.6358,NULL,26336.5,3500,12400,38600,56600,0.313224044,0.314078675,0.451282051,0.663739669
Brookline College-Tucson,32.2079,-110.8764,Tucson,11,NULL,NULL,3,www.brooklinecollege.edu,0.5108,NULL,NULL,9500,2400,8600,28100,38200,0.295679663,0.229979879,0.240723982,0.366652488
Everest Institute-Jonesboro,33.577,-84.3752,Jonesboro,21,NULL,NULL,3,www.everest.edu/campus/jonesboro,NULL,NULL,NULL,9500,3200,11000,28700,37500,0.322216046,0.233747524,0.289287816,0.443429933
McCann School of Business & Technology,40.676,-76.2351,Pottsville,32,9820,9820,3,www.mccann.edu,NULL,NULL,NULL,19811,3000,11300,30900,40400,0.612662338,0.507346046,0.481939163,0.529486367
McCann School of Business and Technology,NULL,NULL,Hazle Township,NULL,9820,NULL,3,http://www.mccann.edu,NULL,NULL,NULL,19811,3000,11300,30900,40400,0.612662338,0.507346046,0.481939163,0.529486367
McCann School of Business and Technology,NULL,NULL,Sunbury,NULL,9820,NULL,3,http://www.mccann.edu,NULL,NULL,NULL,19811,3000,11300,30900,40400,0.612662338,0.507346046,0.481939163,0.529486367
McCann School of Business and Technology,NULL,NULL,Dickson City,NULL,9820,NULL,3,http://www.mccann.edu,NULL,NULL,NULL,19811,3000,11300,30900,40400,0.612662338,0.507346046,0.481939163,0.529486367
McCann School of Business and Technology,NULL,NULL,Allentown,NULL,9820,NULL,3,http://www.mccann.edu,NULL,NULL,NULL,19811,3000,11300,30900,40400,0.612662338,0.507346046,0.481939163,0.529486367
McCann School of Business and Technology,NULL,NULL,Carlisle,NULL,9820,NULL,3,http://www.mccann.edu,NULL,NULL,NULL,19811,3000,11300,30900,40400,0.612662338,0.507346046,0.481939163,0.529486367
McCann School of Business & Technology,NULL,NULL,Wilkes-Barre,NULL,9820,NULL,3,http://mccann.edu/,NULL,NULL,NULL,19811,NULL,NULL,NULL,NULL,NULL,0.507346046,0.481939163,0.529486367
Carrington College California-Pleasant Hill,37.9626,-122.0722,Pleasant Hill,21,NULL,NULL,3,www.carrington.edu,NULL,NULL,1,13683,3600,12200,39300,54200,0.500056915,0.467313416,0.453581754,0.569642857
Ridley-Lowell Business & Technical Institute-Poughkeepsie,41.7006,-73.924,Poughkeepsie,21,NULL,NULL,3,www.ridley.edu,NULL,NULL,NULL,10640,1800,8000,31100,40600,0.582317073,0.515064562,0.442176871,0.487704918
Florida College of Natural Health-Maitland,28.6299,-81.3972,Maitland,21,NULL,NULL,3,www.steinered.com/,NULL,NULL,NULL,8107,3900,10100,32800,47400,0.581168831,0.562694301,0.571529246,0.684402332
Florida College of Natural Health-Bradenton,27.4949,-82.4776,Bradenton,21,NULL,NULL,3,www.steinered.com/,NULL,NULL,NULL,8107,3900,10100,32800,47400,0.581168831,0.562694301,0.571529246,0.684402332
Modern Hairstyling Institute-Carolina,18.3956,-65.9517,Carolina,12,NULL,NULL,3,www.estudiabelleza.com,NULL,NULL,1,NULL,1200,4600,17400,25300,NULL,NULL,NULL,NULL
University of Phoenix-Southern Colorado Campus,38.914,-104.821,Colorado Springs,11,10102,10102,3,www.phoenix.edu,0.0882,0.5625,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-West Michigan Campus,43.0197,-85.6794,Walker,21,NULL,NULL,3,www.phoenix.edu,0.1458,0.2959,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
Stratford University,38.9074,-77.2146,Fairfax,21,15135,15135,3,www.stratford.edu,0.0824,0.6279,NULL,31550.5,5300,15800,48900,63800,0.511278195,0.525754885,0.6,0.600973236
Universal Technical Institute of California Inc,34.0828,-117.5764,Rancho Cucamonga,21,NULL,NULL,3,www.uti.edu/,NULL,NULL,NULL,18363,9300,20800,47200,61500,0.704832022,0.632117031,0.726933915,0.745626367
American InterContinental University-Atlanta,33.9361,-84.3552,Atlanta,13,15912,15912,3,www.aiuniv.edu/Atlanta,0.2066,0.3766,NULL,35500,5400,14700,47900,72300,0.416237986,0.411358777,0.487555157,0.621014934
American InterContinental University-South Florida,26.0897,-80.3671,Weston,21,NULL,NULL,3,www.aiuniv.edu/South-Florida,0.2,NULL,NULL,35500,5400,14700,47900,72300,0.416237986,0.411358777,0.487555157,0.621014934
University of Phoenix-Philadelphia Campus,40.077,-75.4056,Wayne,21,10240,10240,3,www.phoenix.edu,0.0714,0.459,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Pittsburgh Campus,40.4285,-80.1255,Pittsburgh,21,NULL,NULL,3,www.phoenix.edu,0.3333,0.4167,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
Everest College-Chesapeake,36.7903,-76.2296,Chesapeake,21,11700,11700,3,www.everest.edu/campus/chesapeake,NULL,NULL,NULL,9500,2300,8900,27400,37000,0.327160494,0.210248681,0.241815801,0.413849509
Everest Institute-Greenspoint,29.9386,-95.4038,Houston,11,NULL,NULL,3,www.everest.edu/campus/houston_greenspoint,NULL,NULL,NULL,9500,3600,10500,29200,38200,0.261258278,0.198014969,0.195240882,0.329440906
The Academy of Hair Design Six,31.3117,-89.3211,Hattiesburg,13,NULL,NULL,3,www.academyofhair.com,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.543478261,0.31372549,0.434782609,NULL
Eastern West Virginia Community and Technical College,39.0754,-78.9321,Moorefield,41,2688,6816,1,www.Eastern.wvnet.edu,NULL,NULL,NULL,7446,NULL,NULL,NULL,NULL,0.447368421,0.361111111,NULL,NULL
